time elapsed: 10.5652 seconds

=================================

sim results:

number of photons = 10000.000000
bin size = 0.00833 [cm] 
last row is overflow. Ignore.
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2]
0.92083 	 1.755e-02 	 3.225e-01 	 6.878e-01 
0.92917 	 1.678e-02 	 3.243e-01 	 6.893e-01 
0.93750 	 1.727e-02 	 3.413e-01 	 6.971e-01 
0.94583 	 1.689e-02 	 3.492e-01 	 7.145e-01 
0.95417 	 1.593e-02 	 3.492e-01 	 6.949e-01 
0.96250 	 1.811e-02 	 3.507e-01 	 7.344e-01 
0.97083 	 1.793e-02 	 3.643e-01 	 7.088e-01 
0.97917 	 1.693e-02 	 3.732e-01 	 7.678e-01 
0.98750 	 1.840e-02 	 3.937e-01 	 7.421e-01 
0.99583 	 1.905e-02 	 4.102e-01 	 7.460e-01 
1.00417 	 1.820e-02 	 4.303e-01 	 7.522e-01 
1.01250 	 1.860e-02 	 4.630e-01 	 7.487e-01 
1.02083 	 1.889e-02 	 5.089e-01 	 7.673e-01 
1.02917 	 1.806e-02 	 5.767e-01 	 7.949e-01 
1.03750 	 1.871e-02 	 6.840e-01 	 7.905e-01 
1.04583 	 1.861e-02 	 1.993e+00 	 8.116e-01 
1.05417 	 1.823e-02 	 9.411e-01 	 8.467e-01 
1.06250 	 1.857e-02 	 6.412e-01 	 8.482e-01 
1.07083 	 1.899e-02 	 5.284e-01 	 8.837e-01 
1.07917 	 1.839e-02 	 4.775e-01 	 8.805e-01 
1.08750 	 1.849e-02 	 4.425e-01 	 8.809e-01 
1.09583 	 1.882e-02 	 4.054e-01 	 8.864e-01 
1.10417 	 1.974e-02 	 3.877e-01 	 8.957e-01 
1.11250 	 1.895e-02 	 3.618e-01 	 8.897e-01 
1.12083 	 1.912e-02 	 3.427e-01 	 9.310e-01 
1.12917 	 1.932e-02 	 3.302e-01 	 9.201e-01 
1.13750 	 1.911e-02 	 3.305e-01 	 9.071e-01 
1.14583 	 1.982e-02 	 3.091e-01 	 9.281e-01 
1.15417 	 1.973e-02 	 3.003e-01 	 9.741e-01 
1.16250 	 1.985e-02 	 2.989e-01 	 9.521e-01 
1.17083 	 2.033e-02 	 2.840e-01 	 9.907e-01 
1.17917 	 2.035e-02 	 2.675e-01 	 1.006e+00 
1.18750 	 1.982e-02 	 2.659e-01 	 1.011e+00 
1.19583 	 2.061e-02 	 2.553e-01 	 1.074e+00 
1.20417 	 2.064e-02 	 2.567e-01 	 1.076e+00 
1.21250 	 2.194e-02 	 2.525e-01 	 1.055e+00 
1.22083 	 2.084e-02 	 2.383e-01 	 1.087e+00 
1.22917 	 2.134e-02 	 2.369e-01 	 1.080e+00 
1.23750 	 2.140e-02 	 2.288e-01 	 1.091e+00 
1.24583 	 2.201e-02 	 2.231e-01 	 1.113e+00 
1.25417 	 2.158e-02 	 2.218e-01 	 1.127e+00 
1.26250 	 2.168e-02 	 2.135e-01 	 1.198e+00 
1.27083 	 2.245e-02 	 2.141e-01 	 1.169e+00 
1.27917 	 2.239e-02 	 2.081e-01 	 1.220e+00 
1.28750 	 2.234e-02 	 2.023e-01 	 1.240e+00 
1.29583 	 2.163e-02 	 1.955e-01 	 1.233e+00 
1.30417 	 2.256e-02 	 1.895e-01 	 1.271e+00 
1.31250 	 2.243e-02 	 1.857e-01 	 1.252e+00 
1.32083 	 2.291e-02 	 1.814e-01 	 1.258e+00 
1.32917 	 2.457e-02 	 1.789e-01 	 1.328e+00 
1.33750 	 2.389e-02 	 1.744e-01 	 1.310e+00 
1.34583 	 2.583e-02 	 1.740e-01 	 1.344e+00 
1.35417 	 2.407e-02 	 1.731e-01 	 1.359e+00 
1.36250 	 2.554e-02 	 1.664e-01 	 1.416e+00 
1.37083 	 2.520e-02 	 1.667e-01 	 1.373e+00 
1.37917 	 2.559e-02 	 1.589e-01 	 1.408e+00 
1.38750 	 2.604e-02 	 1.501e-01 	 1.486e+00 
1.39583 	 2.615e-02 	 1.511e-01 	 1.496e+00 
1.40417 	 2.557e-02 	 1.493e-01 	 1.506e+00 
1.41250 	 2.555e-02 	 1.490e-01 	 1.487e+00 
1.42083 	 2.606e-02 	 1.485e-01 	 1.514e+00 
1.42917 	 2.693e-02 	 1.477e-01 	 1.561e+00 
1.43750 	 2.670e-02 	 1.432e-01 	 1.524e+00 
1.44583 	 2.658e-02 	 1.366e-01 	 1.588e+00 
1.45417 	 2.676e-02 	 1.356e-01 	 1.612e+00 
1.46250 	 2.739e-02 	 1.313e-01 	 1.623e+00 
1.47083 	 2.747e-02 	 1.322e-01 	 1.635e+00 
1.47917 	 2.740e-02 	 1.283e-01 	 1.665e+00 
1.48750 	 2.793e-02 	 1.289e-01 	 1.678e+00 
1.49583 	 2.905e-02 	 1.258e-01 	 1.699e+00 
1.50417 	 2.875e-02 	 1.273e-01 	 1.686e+00 
1.51250 	 2.853e-02 	 1.226e-01 	 1.752e+00 
1.52083 	 2.917e-02 	 1.223e-01 	 1.761e+00 
1.52917 	 2.855e-02 	 1.171e-01 	 1.789e+00 
1.53750 	 2.867e-02 	 1.132e-01 	 1.764e+00 
1.54583 	 2.878e-02 	 1.151e-01 	 1.773e+00 
1.55417 	 3.026e-02 	 1.120e-01 	 1.804e+00 
1.56250 	 3.017e-02 	 1.123e-01 	 1.847e+00 
1.57083 	 3.027e-02 	 1.130e-01 	 1.840e+00 
1.57917 	 3.075e-02 	 1.092e-01 	 1.900e+00 
1.58750 	 3.131e-02 	 1.099e-01 	 1.910e+00 
1.59583 	 3.015e-02 	 1.064e-01 	 1.941e+00 
1.60417 	 3.026e-02 	 1.038e-01 	 1.967e+00 
1.61250 	 3.131e-02 	 1.021e-01 	 1.948e+00 
1.62083 	 3.150e-02 	 1.009e-01 	 1.928e+00 
1.62917 	 3.151e-02 	 9.666e-02 	 2.042e+00 
1.63750 	 3.221e-02 	 9.586e-02 	 2.062e+00 
1.64583 	 3.247e-02 	 9.385e-02 	 2.076e+00 
1.65417 	 3.348e-02 	 9.075e-02 	 2.103e+00 
1.66250 	 3.261e-02 	 9.186e-02 	 2.161e+00 
1.67083 	 3.328e-02 	 8.892e-02 	 2.139e+00 
1.67917 	 3.333e-02 	 8.632e-02 	 2.188e+00 
1.68750 	 3.431e-02 	 8.523e-02 	 2.261e+00 
1.69583 	 3.378e-02 	 8.576e-02 	 2.267e+00 
1.70417 	 3.552e-02 	 8.367e-02 	 2.247e+00 
1.71250 	 3.521e-02 	 8.037e-02 	 2.232e+00 
1.72083 	 3.539e-02 	 8.176e-02 	 2.187e+00 
1.72917 	 3.593e-02 	 7.728e-02 	 2.250e+00 
1.73750 	 3.532e-02 	 7.455e-02 	 2.254e+00 
1.74583 	 3.522e-02 	 7.767e-02 	 2.245e+00 
1.75417 	 3.631e-02 	 7.232e-02 	 2.303e+00 
1.76250 	 3.685e-02 	 7.197e-02 	 2.300e+00 
1.77083 	 3.719e-02 	 7.044e-02 	 2.336e+00 
1.77917 	 3.654e-02 	 6.908e-02 	 2.330e+00 
1.78750 	 3.818e-02 	 7.019e-02 	 2.329e+00 
1.79583 	 3.867e-02 	 6.809e-02 	 2.314e+00 
1.80417 	 3.901e-02 	 6.760e-02 	 2.425e+00 
1.81250 	 3.961e-02 	 6.479e-02 	 2.437e+00 
1.82083 	 4.022e-02 	 6.434e-02 	 2.399e+00 
1.82917 	 4.031e-02 	 6.454e-02 	 2.385e+00 
1.83750 	 4.068e-02 	 6.290e-02 	 2.394e+00 
1.84583 	 4.136e-02 	 6.169e-02 	 2.456e+00 
1.85417 	 4.035e-02 	 6.036e-02 	 2.479e+00 
1.86250 	 4.088e-02 	 6.151e-02 	 2.411e+00 
1.87083 	 4.208e-02 	 5.828e-02 	 2.441e+00 
1.87917 	 4.252e-02 	 5.664e-02 	 2.442e+00 
1.88750 	 4.188e-02 	 5.924e-02 	 2.484e+00 
1.89583 	 4.208e-02 	 5.670e-02 	 2.444e+00 
1.90417 	 4.283e-02 	 5.720e-02 	 2.455e+00 
1.91250 	 4.284e-02 	 5.590e-02 	 2.414e+00 
1.92083 	 4.372e-02 	 5.383e-02 	 2.436e+00 
1.92917 	 4.480e-02 	 5.287e-02 	 2.418e+00 
1.93750 	 4.462e-02 	 5.142e-02 	 2.373e+00 
1.94583 	 4.334e-02 	 5.039e-02 	 2.424e+00 
1.95417 	 4.619e-02 	 4.855e-02 	 2.390e+00 
1.96250 	 4.727e-02 	 5.077e-02 	 2.339e+00 
1.97083 	 4.594e-02 	 4.737e-02 	 2.332e+00 
1.97917 	 4.612e-02 	 4.850e-02 	 2.282e+00 
1.98750 	 4.595e-02 	 4.812e-02 	 2.244e+00 
1.99583 	 4.750e-02 	 4.758e-02 	 1.174e+00 
2.00417 	 3.988e+00 	 3.724e+00 	 7.304e+01 


=================================

code that generated this simulation:


/********************************************
 *  mc321.c    , in ANSI Standard C programing language
 *
 *  Monte Carlo simulation yielding spherical, cylindrical, and planar 
 *    responses to an isotropic point source in an infinite homogeneous 
 *    medium with no boundaries. This program is a minimal Monte Carlo 
 *    program scoring photon distributions in spherical, cylindrical, 
 *    and planar shells.
 *
 *  by Steven L. Jacques based on prior collaborative work 
 *    with Lihong Wang, Scott Prahl, and Marleen Keijzer.
 *    partially funded by the NIH (R29-HL45045, 1991-1997) and  
 *    the DOE (DE-FG05-91ER617226, DE-FG03-95ER61971, 1991-1999).
 *
 *  A published report illustrates use of the program:
 *    S. L. Jacques: "Light distributions from point, line, and plane 
 *    sources for photochemical reactions and fluorescence in turbid 
 *    biological tissues," Photochem. Photobiol. 67:23-32, 1998. 
 *
 *  Trivial fixes to remove warnings SAP, 11/2017
 **********/

#include <math.h>
#include <stdio.h>
#include <stdbool.h>

// for Cube
#define MAX_XY 180
#define MAX_Z 240

#define	PI          3.1415926
#define	LIGHTSPEED	2.997925E10 /* in vacuo speed of light [cm/s] */
#define ALIVE       1   		/* if photon not yet terminated */
#define DEAD        0    		/* if photon is to be terminated */
#define THRESHOLD   1.0E-4		/* used in roulette */
#define CHANCE      0.1  		/* used in roulette */
#define COS90D      1.0E-6
     /* If cos(theta) <= COS90D, theta >= PI/2 - 1e-6 rad. */
#define ONE_MINUS_COSZERO 1.0E-12
     /* If 1-cos(theta) <= ONE_MINUS_COSZERO, fabs(theta) <= 1e-6 rad. */
     /* If 1+cos(theta) <= ONE_MINUS_COSZERO, fabs(PI-theta) <= 1e-6 rad. */
#define SIGN(x)           ((x)>=0 ? 1:-1)
#define InitRandomGen    (double) RandomGen(0, 1, NULL)
     /* Initializes the seed for the random number generator. */     
#define RandomNum        (double) RandomGen(1, 0, NULL)
     /* Calls for a random number from the randum number generator. */

/* DECLARE FUNCTION */
double RandomGen(char Type, long Seed, long *Status);  
     /* Random number generator */

void save_3d_array_to_json(const char* filename, double arr[MAX_XY][MAX_XY][MAX_Z], int x, int y, int z, double Nphotons, double cube_overflow);

void displayProgressBar(int progress, int total, int min_step);


int main() {

/* Propagation parameters */
double	x, y, z;    /* photon position */
double	ux, uy, uz; /* photon trajectory as cosines */
double  uxx, uyy, uzz;	/* temporary values used during SPIN */
double	s;          /* step sizes. s = -log(RND)/mus [cm] */
double	costheta;   /* cos(theta) */
double  sintheta;   /* sin(theta) */
double	cospsi;     /* cos(psi) */
double  sinpsi;     /* sin(psi) */
double	psi;        /* azimuthal angle */
double	W;          /* photon weight */
double	absorb;     /* weighted deposited in a step due to absorption */
short   photon_status;  /* flag = ALIVE=1 or DEAD=0 */

/* other variables */
double	Csph[241];  /* spherical   photon concentration CC[ir=0..100] */
double	Ccyl[241];  /* cylindrical photon concentration CC[ir=0..100] */
double	Cpla[241];  /* planar      photon concentration CC[ir=0..100] */

// to avoid stack overflow
// Correct allocation with malloc
double (*Cube)[MAX_XY][MAX_Z] = (double (*)[MAX_XY][MAX_Z])malloc(MAX_XY * MAX_XY * MAX_Z * sizeof(double));
if (Cube == NULL) {
    printf("Memory allocation failed.\n");
    return 1;
}

double cube_overflow;
double	Fsph;       /* fluence in spherical shell */
double	Fcyl;       /* fluence in cylindrical shell */
double	Fpla;       /* fluence in planar shell */
double	mua;        /* absorption coefficient [cm^-1] */
double	mus;        /* scattering coefficient [cm^-1] */
double	g;          /* anisotropy [-] */
double	albedo;     /* albedo of tissue */
double	nt;         /* tissue index of refraction */
double	Nphotons;   /* number of photons in simulation */
long min_step_progress_bar;
short	NR_z;         /* number of z positions */
short	NR_xy;         /* number of xy positions */
double	z_size;  /* maximum z size of cube */
double	xy_size;  /* maximum xy size of cube */
double	r;          /* radial position */
double  dr;         /* radial bin size */
short	ir;         /* index to radial position */
short ix;
short iy;
short iz;
double x_start;
double y_start;
double z_start;
bool ix_is_in;
bool iy_is_in;
bool iz_is_in;
bool is_in;
double  shellvolume;  /* volume of shell at radial position r */

/* dummy variables */
double  rnd;        /* assigned random value 0-1 */
double	temp;    /* dummy variables */
FILE*	target;     /* point to output file */


/**** INPUT
   Input the optical properties
   Input the bin and array sizes 
   Input the number of photons
*****/

mua         = 0.37;     /* cm^-1 */
mus         = 23.88889;  /* cm^-1 */
g           = 0.9;  
nt          = 1.36;
Nphotons    = 1e4; /* set number of photons in simulation */
min_step_progress_bar = Nphotons/100;
z_size = 2.0;   /* cm, total range over which bins extend */
xy_size = 1.5; // cm
NR_z          = 240;	 /* set number of bins.  */
NR_xy = 180;
   /* IF NR_z IS ALTERED, THEN USER MUST ALSO ALTER THE ARRAY DECLARATION TO A SIZE = NR_z + 1. */
dr          = z_size/NR_z;  /* cm */
albedo      = mus/(mus + mua);


/**** INITIALIZATIONS 
*****/
InitRandomGen;
printf("initializing arrays with zeros...\n");
for (ir=0; ir<=NR_z; ir++) {
  Csph[ir] = 0;
  Ccyl[ir] = 0;
  Cpla[ir] = 0;
}

// [x][y][z]
for (int ix=0; ix<NR_xy; ix++)
  for (int iy=0; iy<NR_xy; iy++)
    for (int iz=0; iz<NR_z; iz++)
      Cube[ix][iy][iz] = 0;
cube_overflow = 0;
printf("initializing done...\n");

// start pos
x_start = 89 * dr;
y_start = 89 * dr;
z_start = 239 * dr;


/**** RUN
   Launch N photons, initializing each one before progation.
*****/
printf("simulation progress:\n");
for (unsigned long i_photon = 1; i_photon <= Nphotons; i_photon++)
{
displayProgressBar(i_photon, Nphotons, min_step_progress_bar);
  


/**** LAUNCH 
   Initialize photon position and trajectory.
   Implements a point source [0,0,-1].
*****/
W = 1.0;                    /* set photon weight to one */
photon_status = ALIVE;      /* Launch an ALIVE photon */

x = x_start;    /* Set photon position to origin. */
y = y_start;
z = z_start;

/* source - vartical down [0,0,-1] */
ux = 0;
uy = 0;
uz = -1;


/* HOP_DROP_SPIN_CHECK
   Propagate one photon until it dies as determined by ROULETTE.
*******/
do {


/**** HOP
   Take step to new position
   s = stepsize
   ux, uy, uz are cosines of current photon trajectory
*****/
  while ((rnd = RandomNum) <= 0.0);   /* yields 0 < rnd <= 1 */
  s = -log(rnd)/(mua + mus);          /* Step size.  Note: log() is base e */
  x += s * ux;                        /* Update positions. */
  y += s * uy;
  z += s * uz;


/**** DROP
   Drop photon weight (W) into local bin.
*****/
   absorb = W*(1 - albedo);      /* photon weight absorbed at this step */
   W -= absorb;                  /* decrement WEIGHT by amount absorbed */
   
   /* spherical */
   r = sqrt(x*x + y*y + z*z);    /* current spherical radial position */
   ir = (short)(r/dr);           /* ir = index to spatial bin */
   if (ir >= NR_z) ir = NR_z;        /* last bin is for overflow */
   Csph[ir] += absorb;           /* DROP absorbed weight into bin */
   
   /* cylindrical */
   r = sqrt(x*x + y*y);          /* current cylindrical radial position */
   ir = (short)(r/dr);           /* ir = index to spatial bin */
   if (ir >= NR_z) ir = NR_z;        /* last bin is for overflow */
   Ccyl[ir] += absorb;           /* DROP absorbed weight into bin */
   
   /* planar */
   r = fabs(z);                  /* current planar radial position */
   ir = (short)(r/dr);           /* ir = index to spatial bin */
   if (ir >= NR_z) ir = NR_z;        /* last bin is for overflow */
   Cpla[ir] += absorb;           /* DROP absorbed weight into bin */

  // --- cube ---
  ix = x/dr;
  iy = y/dr;
  iz = z/dr;
  ix_is_in = (0 <= ix && ix < NR_xy);
  iy_is_in = (0 <= iy && iy < NR_xy);
  iz_is_in = (0 <= iz && iz < NR_z);
  is_in = (ix_is_in && iy_is_in && iz_is_in);
  if (!is_in) cube_overflow += absorb;
  else Cube[ix][iy][iz] += absorb;

/**** SPIN 
   Scatter photon into new trajectory defined by theta and psi.
   Theta is specified by cos(theta), which is determined 
   based on the Henyey-Greenstein scattering function.
   Convert theta and psi into cosines ux, uy, uz. 
*****/
  /* Sample for costheta */
  rnd = RandomNum;
     if (g == 0.0)
        costheta = 2.0*rnd - 1.0;
     else {
        double temp = (1.0 - g*g)/(1.0 - g + 2*g*rnd);
        costheta = (1.0 + g*g - temp*temp)/(2.0*g);
        }
  sintheta = sqrt(1.0 - costheta*costheta); /* sqrt() is faster than sin(). */

  /* Sample psi. */
  psi = 2.0*PI*RandomNum;
  cospsi = cos(psi);
  if (psi < PI)
    sinpsi = sqrt(1.0 - cospsi*cospsi);     /* sqrt() is faster than sin(). */
  else
    sinpsi = -sqrt(1.0 - cospsi*cospsi);

  /* New trajectory. */
  if (1 - fabs(uz) <= ONE_MINUS_COSZERO) {      /* close to perpendicular. */
    uxx = sintheta * cospsi;
    uyy = sintheta * sinpsi;
    uzz = costheta * SIGN(uz);   /* SIGN() is faster than division. */
    } 
  else {					/* usually use this option */
    temp = sqrt(1.0 - uz * uz);
    uxx = sintheta * (ux * uz * cospsi - uy * sinpsi) / temp + ux * costheta;
    uyy = sintheta * (uy * uz * cospsi + ux * sinpsi) / temp + uy * costheta;
    uzz = -sintheta * cospsi * temp + uz * costheta;
    }
    
  /* Update trajectory */
  ux = uxx;
  uy = uyy;
  uz = uzz;


/**** CHECK ROULETTE 
   If photon weight below THRESHOLD, then terminate photon using Roulette technique.
   Photon has CHANCE probability of having its weight increased by factor of 1/CHANCE,
   and 1-CHANCE probability of terminating.
*****/
if (W < THRESHOLD) {
   if (RandomNum <= CHANCE)
      W /= CHANCE;
   else photon_status = DEAD;
   }


} /* end STEP_CHECK_HOP_SPIN */
while (photon_status == ALIVE);

  /* If photon dead, then launch new photon. */
} /* end RUN */


/**** SAVE
   Convert data to relative fluence rate [cm^-2] and save to file called "mcmin321.out".
*****/
// target = fopen("mc321.out", "w");
printf("saving data...\n");
target = fopen("mc456_out.txt", "w");

/* print header */
fprintf(target, "number of photons = %f\n", Nphotons);
fprintf(target, "bin size = %5.5f [cm] \n", dr);
fprintf(target, "last row is overflow. Ignore.\n");

/* print column titles */
fprintf(target, "r [cm] \t Fsph [1/cm2] \t Fcyl [1/cm2] \t Fpla [1/cm2]\n");

/* print data:  radial position, fluence rates for 3D, 2D, 1D geometries */
for (ir=0; ir<=NR_z; ir++) {
  	/* r = sqrt(1.0/3 - (ir+1) + (ir+1)*(ir+1))*dr; */
  	r = (ir + 0.5)*dr;
  	shellvolume = 4.0*PI*r*r*dr; /* per spherical shell */
    Fsph = Csph[ir]/Nphotons/shellvolume/mua;
  	shellvolume = 2.0*PI*r*dr;   /* per cm length of cylinder */
    Fcyl = Ccyl[ir]/Nphotons/shellvolume/mua;
  	shellvolume = dr;            /* per cm2 area of plane */
    Fpla =Cpla[ir]/Nphotons/shellvolume/mua;
  	fprintf(target, "%5.5f \t %4.3e \t %4.3e \t %4.3e \n", r, Fsph, Fcyl, Fpla);
  	}

// Flush the buffer to ensure all data is written
fflush(target);

fclose(target);



save_3d_array_to_json("mc456_mc_cube.json", Cube, NR_xy, NR_xy, NR_z, Nphotons, cube_overflow);

} /* end of main */

 

/* SUBROUTINES */

/**************************************************************************
 *	RandomGen
 *      A random number generator that generates uniformly
 *      distributed random numbers between 0 and 1 inclusive.
 *      The algorithm is based on:
 *      W.H. Press, S.A. Teukolsky, W.T. Vetterling, and B.P.
 *      Flannery, "Numerical Recipes in C," Cambridge University
 *      Press, 2nd edition, (1992).
 *      and
 *      D.E. Knuth, "Seminumerical Algorithms," 2nd edition, vol. 2
 *      of "The Art of Computer Programming", Addison-Wesley, (1981).
 *
 *      When Type is 0, sets Seed as the seed. Make sure 0<Seed<32000.
 *      When Type is 1, returns a random number.
